station_code,station_name,lat,lon
BGHU,Borraguhallu,18.2756,83.0403
BGK,BAGALKOT,16.1788,75.7002
BGKA,BANGURKELA,22.3506,84.9553
BGMR,BAGUMRA,21.1497,72.9961
BGMU,Bangarmau,26.8918,80.2221
BGN,BORGAON,20.7291,77.1797
BGNA,Balgona,23.4580,87.9505
BGND,BOGINADI,17.4353,78.4940
BGNP,Banaganapalle,15.3029,78.4848
BGNR,B.G.Nagar,13.3763,76.6010
BGO,BOGRI ROAD,22.8817,87.3257
BGP,BHAGALPUR,25.2419,86.9768
BGPA,Bageshapura,13.1438,76.2294
BGPL,Baghuapal,21.0422,86.0132
BGPR,BHAGWANPURA,25.4190,73.3633
BGQ,BHONGAON,27.2590,79.1657
BGR,Bhagdara,20.7834,75.7037
BGRA,BAGHNAPARA,23.2421,88.3297
BGRM,Biggabas Ramsara,28.0477,74.2015
BGRR,BAGARPUR HALT,29.0791,78.2780
BGS,BEGU SARAI,25.4253,86.1345
BGSF,BISUGIRSHARIF,18.3481,79.4836
BGTA,BAGRA TAWA,22.6307,77.9937
BGU,BAIRGANIA,26.7383,85.2733
BGUA,BAIGUDA,18.8270,82.9658
BGVN,BHIGWAN,18.3173,74.7750
BGW,BEGDEWADI,18.7012,73.7090
BGWD,BAGEWADI,16.3078,74.7536
BGX,BAGRI SAJJANPUR,25.9168,73.8218
BGY,Bangriposi,22.1307,86.5014
BGZ,BAHADURGARH,28.7009,76.9309
BH,BHARUCH JN,21.7069,72.9977
BHA,BHANDAI,27.0691,77.9668
BHAD,BARHAPUR HALT,25.4274,85.8602
BHAL,BHATIEL,22.4771,72.8346
BHAN,Bhoyani,23.3588,72.2347
BHAS,BHOJRAS,25.7882,74.6343
BHAT,Bhatpura,26.3273,77.6747
BHB,BADLA GHAT,25.5538,86.5871
BHBK,BODHADI BUJRUG,19.4963,78.1952
BHBV,BLOCK HUT B,25.2749,83.1022
BHC,BHADRAKH,21.0917,86.5162
BHCL,BAHORA CHANDIL,25.3649,83.4897
BHD,BADLI,28.7468,77.1377
BHDR,Bhadri,25.6767,81.5678
BHET,BHESTAN,21.1279,72.8613
BHG,Bhaton Ki Gali,27.1056,75.7129
BHGN,BHILGAON,26.3544,93.9261
BHGP,Bhagirathpur,27.3266,83.3877
BHHT,Barhara,26.3184,86.3187
BHHZ,BEHTA HAZIPUR HALT,28.7197,77.3040
BHI,BAHERI,28.7774,79.5003
BHJ,Barhaj Bazar,26.2839,83.7315
BHJA,Bheja,18.4726,82.6855
BHK,BADHARI KALAN,27.7991,78.7346
BHKD,BHURKUNDA,23.6376,85.3721
BHKH,BAGHOI KUSA,24.8399,84.4624
BHKL,BHAKRAULI,28.3085,78.4747
BHL,BHILWARA,25.3436,74.6308
BHLA,BEHULA,23.1820,88.4288
BHLE,Barahat,24.9206,87.0101
BHLK,Bhalki,18.0470,77.2281
BHLP,BHULANPUR,25.2879,82.9575
BHM,Bahram,31.1976,75.8942
BHME,BHANDARIDAH,23.7567,86.0551
BHN,BHULI,23.8023,86.3947
BHNE,BHONE,21.0189,75.2225
BHNG,BHALUKPONG,27.0022,92.6448
BHNP,BISHANPUR HALT,25.6149,87.7461
BHNS,Bhansi,18.7769,81.2654
BHOJ,Bhoj Padra,22.1698,72.9915
BHP,BOLPUR SHANTINIKETAN,23.6578,87.6981
BHR,BHADRESHWAR,22.8279,88.3415
BHRB,Bhairabi,24.1955,92.5411
BHRH,Bhuyar Halt,20.7129,79.5795
BHRJ,Becharji,23.5166,72.0294
BHRL,BHAROLI JUNCTION,32.2710,75.6164
BHS,VIDISHA,23.5223,77.8148
BHSA,BHISA HALT,26.5765,85.5335
BHT,Bhattu,29.3873,75.3401
BHTA,BHATIYA,22.0882,69.2804
BHTK,BHANWAR TONK,22.6079,81.8978
BHTL,BHATEL,22.1641,69.4936
BHTN,BHITONI,23.1427,79.6740
BHTR,BHATPAR RANI,26.3105,84.0331
BHTS,BHATASA,27.5038,79.3839
BHU,BHANDU MOTIDAU,23.7091,72.3893
BHUA,BHUA,25.9456,79.3511
BHUJ,BHUJ,23.2660,69.6778
BHV,Bhoma,22.1714,79.6895
BHW,BARHARWA JN,24.8577,87.7745
BHWA,BECHHIWARA,23.7878,73.5353
BHWR,Bhitiharwa Ashram,27.2405,84.4993
BHX,BULLUANA,30.2176,74.7830
BHY,BHAYAVADAR,21.8478,70.2361
BHZ,BIHARA,24.9628,92.6891
BI,BARI SADRI,24.4115,74.4687
BIA,BHILAI,21.2026,81.4217
BIB,Birpur,26.1556,77.1742
BIC,Bichia,28.1831,81.2721
BICI,Barkichampi,23.4836,84.7098
BID,BIDADI,12.8004,77.3903
BIDR,Bidar,17.9117,77.5138
BIF,BHAIRONPUR,22.4321,77.4204
BIG,BELGAHNA,22.4311,82.0324
BIGA,Bigga,28.0475,74.2014
BIGH,BAGRIGRAM HALT,25.3913,86.9852
BIH,BAIRAGARH,23.2736,77.3362
BIJ,Birnagar,23.2359,88.5513
BIJR,BIJOOR,13.8222,74.6421
BIK,BHIRA KHERI,28.3348,80.4861
BILA,Bheslana,27.0652,75.3042
BILD,BILDI,23.2255,74.9185
BILK,Bilkha,21.4431,70.6004
BILP,Bhilpur,22.1962,73.3235
BIM,BILIMORA JN,20.7633,72.9705
BIML,Bhimal,24.7524,73.9224
BINA,BINA JN,24.1710,78.1832
BINR,Brij Nagar,27.4396,77.0897
BIO,BORDI,22.8665,74.3471
BIP,BAHILPURWA,25.1371,80.9986
BIPR,Bheempura,25.1296,72.3922
BIQ,BANSI PAHARPUR,26.9328,77.4572
BIR,Bir,22.0526,76.5472
BIRD,BHIWANDI ROAD,19.2685,73.0457
BIRP,BIRARAJPUR,22.8235,86.0645
BIS,BISWA BRIDGE,20.8852,76.3392
BISH,Bishengarh,25.4489,72.5752
BIWK,BISALWAS KALAN,24.5000,74.7831
BIX,BHIND,26.5889,78.7774
BIY,BARDOLI,21.1342,73.1059
BIZ,BAIHATA,26.3437,91.6843
BJ,BAHJOI,28.4015,78.6315
BJA,BIJROTHA,24.9469,78.4216
BJD,BAREJADI,22.8954,72.6779
BJE,Bhojudih Junction,23.6422,86.4470
BJF,BIJNI,26.4980,90.7078
BJG,BAJRANGARH,23.0426,74.6950
BJI,BIJAULI,25.3765,78.5177
BJIH,BIJULI HALT,26.1867,85.9761
BJK,BIJORA,25.1451,76.3957
BJKN,Bajekan,29.5243,75.0991
BJL,BRAHMAJAN HALT,26.1510,91.7975
BJLP,BARAI JALALPUR,27.4496,80.8001
BJM,BHAGAVATHIPURAM,9.0182,77.1939
BJMA,Burj Mohar,30.1850,74.2059
BJN,Bejnal,24.9832,73.9150
BJNR,BIJAINAGAR,25.9310,74.6531
BJO,BIJNOR,29.3856,78.1468
BJPL,BAIJNATH PAPROLA,32.0504,76.6325
BJPR,Bijaipur Road,26.1969,77.3056
BJQ,BAGHORA,24.1359,78.2603
BJR,BARRAJPUR,26.6852,80.1387
BJRA,BHAJERA,27.1008,76.6569
BJRI,BIJURI,23.2503,82.1189
BJT,BAJPATTI,26.5470,85.6206
BJU,BARAUNI JN,25.4618,85.9887
BJUD,BAJUD,21.7361,71.8279
BJV,Bijauria,28.5748,79.6553
BJW,BAJVA,22.3662,73.1431
BJWS,Bojawas,28.3128,76.2529
BJY,Bangalbaree,25.6265,88.2294
BK,Bakra Road,25.2131,72.4876
BKA,BARKHERA,22.9174,77.6496
BKC,BHIKAMKOR,26.8076,72.7872
BKD,Bhankoda,23.2708,72.1278
BKDE,BUDHAKHERA,29.3787,76.5572
BKDR,BEGUN KUDAR,23.3837,86.0126
BKG,BANKA GHAT,25.5470,85.2727
BKH,BANKHEDI,22.7749,78.5380
BKHR,BAKHRI,25.4998,87.3353
BKI,BANDIKUI JN,27.0393,76.5667
BKIT,BINKADAKATTI,15.4367,75.5955
BKJ,BARKUR,13.4775,74.7597
BKKA,Bhukarka,29.2382,74.7510
BKKI,BAKARKUDI,23.0950,85.9709
BKKS,BAKAS,26.7761,81.0515
BKL,BONA KALU,17.0316,80.2615
BKLA,BAKULHA,25.7979,84.5434
BKLE,BAKUDI,24.9345,87.7749
BKN,BIKANER JN,28.0141,73.3166
BKNA,BAKAINA HALT,29.0358,78.2747
BKNG,BHAKTI NAGAR,22.2830,70.7923
BKO,BINDKI ROAD,26.1166,80.5806
BKP,BAKHTIYARPUR JN,25.4561,85.5296
BKPR,BAKASPUR,22.9810,84.9537
BKPT,BHAKARAPET,14.4094,78.9701
BKRD,BHALUKA ROAD F,25.3426,87.9121
BKRH,Brij Kishor Halt,26.3137,84.6946
BKRL,BAKROL,22.5881,73.4192
BKRO,BOKARO THERMAL,23.7852,85.8756
BKS,Balikotia,26.4683,92.5704
BKSA,BAKHSHA,25.7824,82.5732
BKSC,BOKARO STEEL CITY,23.6566,86.0850
BKSL,BIKRAM SHILA,25.3000,87.3002
BKT,BAKSHI KA TALAB,26.9835,80.9223
BKTB,BINDUKURI,26.7090,92.7347
BKTH,BAIKUNTH,21.4977,81.7800
BKTL,BAKTAL,23.2341,77.0385
BKTS,BAKOTHIKHAS,26.8781,80.0378
BKU,BHIKNUR,18.1645,78.3992
BKWA,BAKAYANWALA,30.1433,73.9858
BL,VALSAD,20.6086,72.9335
BLA,BAJALTA,32.7624,74.9533
BLAX,BARLAI,22.8942,75.9621
BLC,BOLDA,19.5520,77.2736
BLD,BHILAD,20.2753,72.8874
BLDA,BELDA,22.0714,87.3369
BLDI,BHILDI,24.1943,72.0082
BLDK,Balauda Takun,22.8774,75.7555
BLDL,BALLE-DA-PIR-LA,32.2157,75.9327
BLG,BILHAR GHAT,26.6813,82.2690
BLGA,Belagula,12.3857,76.5887
BLGR,BALANGIR,20.6886,83.4942
BLGT,BALURGHAT,25.2326,88.7576
BLH,BELGHARIA,22.6619,88.3895
BLHI,Bisalehalli,13.4826,75.9667
BLHR,BALAHAPUR HALT,25.1203,86.1478
BLK,BELAKOBA,26.5914,88.5833
BLKR,BALLEKERE HALT,13.5023,76.0235
BLL,BANTANAHAL,15.1629,77.2757
BLLI,BALLI,15.1517,74.0210
BLM,BALAMU JN,27.1674,80.3525
BLME,BHOLLDIH,23.8984,86.1169
BLMK,BHALUMASKA,19.3281,83.2943
BLMR,Bhalukmara,26.6855,94.1437
BLND,Bolinna Doaba,31.3429,75.6570
BLNG,BARLANGA,23.4499,85.8335
BLNI,BHALWANI,18.2130,75.1993
BLNK,BELANKI,16.8489,74.8693
BLNR,BIRLANAGAR,26.2376,78.1953
BLO,BHULON,24.6359,76.9688
BLP,Balrampur,27.4158,82.1607
BLPE,BALAPALLE,13.8172,79.4036
BLPR,Badulipar,26.6468,93.8791
BLPU,BILPUR,28.0837,79.6258
BLQR,BILASPUR ROAD,28.8656,79.2543
BLR,BALGANUR,15.5926,75.6025
BLRD,BALA ROAD,22.8046,71.7038
BLRE,BELSIRI,26.8005,92.5145
BLRG,BALASIRING,23.2691,85.2812
BLRI,BELARI HALT,25.8460,85.7947
BLRR,Belandur Road,12.9366,77.7069
BLS,BALASORE,21.5005,86.9196
BLSA,BOLSA,19.0013,77.7029
BLSD,Balsamand,27.5813,74.4739
BLSN,BELSONDA,21.1550,82.0356
BLSR,Belasar,27.9951,73.6532
BLT,BALOTRA JN,25.8301,72.2487
BLTR,BELTHARA ROAD,26.1214,83.8417
BLU,BILHAUR,26.8390,80.0604
BLV,Bhelwa,26.9941,84.7784
BLW,BALAWALI,29.6274,78.1124
BLWR,BILESHWAR,22.3821,70.8304
BLX,BOLAI,23.3614,76.4864
BLY,BALLY,22.6553,88.3406
BLZ,BUDHLADA,29.9217,75.5497
BMA,BAGMAR,21.7371,76.3616
BMAE,BELMURI,22.9327,88.1523
BMB,BAMRA,22.0514,84.2910
BMBE,BIMBARI,19.1641,77.6312
BMC,Bhimalgondi,21.7410,78.9146
BMCK,BISSAMCUTTACK,19.4874,83.4590
BMD,BHIMADOLU,16.8085,81.2611
BME,BARMER,25.7445,71.3971
BMF,BASMAT,19.3335,77.1518
BMGA,BHIMGARA,23.7380,87.2843
BMGM,BRAHMANAGUDEM,16.9303,81.6753
BMGN,BAMUNI GAON,26.0120,91.2829
BMGR,Bamangram,25.6221,88.1913
BMH,BETAMCHERLA,15.4494,78.1486
BMHR,BAMANHERI,29.5148,77.7064
BMHT,Baraw More,25.0438,84.0620
BMI,BAMNIA,23.0958,74.7590
BMK,BIRANG KHERA,29.9126,74.6359
BMKD,BELLAMKONDA,16.4700,80.0063
BMKJ,BHIMKHOJ,21.0803,82.2893
BMLL,Bamla,28.8325,76.2441
BMN,BHIMANA,24.5956,72.8863
BMNL,BAMANWALI HALT,28.3617,73.5553
BMO,BOLARUM,17.5335,78.5154
BMP,Bramhapuri,20.6039,79.8675
BMPL,BRAHMANPALLI,17.8329,78.4502
BMPR,Badampahar,22.2640,86.1808
BMPT,Banni Mahamman,25.8913,84.7787
BMQ,BHIMARLAI,25.8929,71.8817
BMR,BIKRAMPUR,23.0822,79.5863
BMRN,BHIMRANA,22.3899,68.9924
BMSN,Bamsin,25.7630,72.5442
BMSR,Bhimasar,23.5337,70.8869
BMT,BEGAMPET,17.4389,78.4586
BMU,BAMHRAULI,25.4449,81.7416
BMW,Bamhni,20.9224,79.3642
BMY,Bamiana,28.2631,79.3291
BMZ,Bamour Gaon,26.3485,78.0779
BN,BIBINAGAR,17.4705,78.7944
BNA,BANNI KOPPA,15.4066,75.9418
BNAR,BINAUR,26.4027,80.1787
BNB,BANSTOLA,22.4210,87.0627
BNBH,BANI BIHAR,20.2926,85.8527
BNBR,BAHANAGA BAZAR,21.3361,86.7617
BNC,BANGALORE CANT,12.9937,77.5993
BNCE,BANGALORE EAST,13.0015,77.6185
BNCR,BANCHARI,27.9531,77.3626
BNDA,BANDA JN,25.4777,80.3362
BNDI,Barundini,25.1734,74.9301
BNDM,BONDAMUNDA,22.2355,84.9251
BNDP,BUNIADPUR,25.3863,88.4021
BNE,BOHANI,22.9137,78.9160
BNF,BANDHUA,24.7520,85.0662
BNG,Barnagar,23.0304,75.6111
BNGL,BHANGALA,32.0195,75.6123
BNGM,BANGURGRAM HALT,26.1401,74.3482
BNGN,BONGAIGAON,26.4783,90.5605
BNGY,BAHMAN JYOTIA,26.9663,82.4274
BNH,BHIMNATH,22.2460,71.9250
BNHR,Banbihari Gwalipur,20.3390,86.2050
BNI,BUDNI,22.7871,77.6813
BNJL,BINJHOL HALT,29.3446,76.9238
BNK,BANASANKARAI HA,13.2656,76.5231
BNKH,BHAIRANAYAKANAH,13.1943,77.3834
BNKI,Banmankhi Junction,25.8851,87.1937
BNKJ,BANKE GANJ,28.1585,80.4163
BNL,BEVINAHALU,15.1670,77.2130
BNLS,Bangi Nihal Singh,30.0083,74.9553
BNLW,BANSTHALI NIWAI,26.3839,75.9351
BNLY,BHANUPLI,31.2991,76.4204
BNM,BARAGAON,26.7554,81.8470
BNN,BARNALA,30.3704,75.5492
BNNR,BHINDAR,24.5286,74.1796
BNO,BANAR,26.3395,73.1464
BNOD,Benoda,21.4497,78.1800
BNP,BHANAPUR,15.3869,76.0364
BNPR,BANIKPUR,26.2403,84.1491
BNPT,BENNIPATTI PIRAPUR,25.8929,85.3090
BNQ,BANARHAT,26.7979,89.0257
BNQL,BHANKALA HALT,29.8456,77.4743
BNR,BHAGWANPUR,25.8583,85.3011
BNRD,BALANGIR ROAD,20.7151,83.4986
BNS,BANAS,24.7132,72.9887
BNSA,Banbasa,28.9917,80.0732
BNSL,BANSINALA HALT,24.6653,85.1618
BNSP,BANSAPAHAR,25.0555,81.0500
BNSR,BHAGWANSAR,29.3438,73.8598
BNT,BHARTHANA,26.7502,79.2164
BNTH,BANDHNATH,21.4341,70.3569
BNTL,Bantawala,12.8785,75.0345
BNU,BANDAKPUR,23.8482,79.5760
BNV,BINNAGURI,26.7471,89.0524
BNVD,BHANVAD,21.9330,69.7989
BNW,Bhiwani,28.7984,76.1256
BNWC,Bhiwani City,28.8257,76.1443
BNWD,Bhandewadi Halt,21.1412,79.1592
BNXR,BIDHAN NAGAR,22.5924,88.3910
BNY,Barhni,27.4958,82.7918
BNZ,BADSHAHNAGAR,26.8686,80.9614
BO,Borsad,22.4015,72.9092
BOBS,BOBAS,26.9056,75.4980
BOD,BANGROD,23.3982,75.1241
BOE,BARSOI JN,25.6512,87.9229
BOF,Barog,30.8909,77.0830
BOG,BHAIRONGARH,23.1449,74.7761
BOI,BAINCHI,23.1191,88.1963
BOJ,BHOJO,27.0636,95.0324
BOK,BORKHEDI,20.8602,78.9744
BOKE,BHOKE,17.0491,73.3811
BOKO,BOKO,25.9998,91.2197
BOKR,BHOKAR,19.2140,77.6665
BOM,BOMADRA,25.7803,73.4394
BOMN,Bommagundanakere,14.5917,76.6802
BON,BHONRA,25.1711,76.1977
BONA,BOINDA,20.9200,84.7482
BOP,BHOGPUR,22.4015,87.8091
BOR,BOISAR,19.7985,72.7619
BORA,Bagdogra,26.6978,88.3245
BOT,BOROTI,17.3950,76.2536
BOTI,Baori Thikria,27.4145,75.5113
BOTR,Bhavdhari,28.3644,75.7680
BOW,BORAWAR,27.0283,74.6694
BOY,BHADOHI,25.3953,82.5584
BOZ,BOLARUM BAZAR,17.5178,78.5160
BP,BARRACKPORE,22.7611,88.3714
BPA,BELAMPALLI,19.0537,79.4863
BPB,BADARPUR JN,24.8652,92.5563
BPC,Berhampore Court,24.0891,88.2636
BPD,Bahadurpur,23.4385,88.4634
BPE,BENAPUR,22.2714,87.3762
BPF,BANAPURA,22.4704,77.4807
BPGR,Benipurgram Halt,26.3172,85.4813
BPH,BELPAHAR,21.8272,83.8491
BPHB,BHILAI POWER HOUSE,21.2081,81.3759
BPK,BHUGAON,20.6738,78.6700
BPKA,BHOPALKA,22.1228,69.3687
BPKH,BUDHA PUSHKAR,26.5118,74.5653
BPL,BHOPAL JN,23.2669,77.4131
BPM,BAGPAT ROAD,28.9575,77.2726
BPO,Baripada,21.9227,86.7371
BPP,BAPATLA,15.9086,80.4684
BPQ,BALHARSHAH,19.8490,79.3486
BPR,BHOJIPURA JN,28.4940,79.4472
BPRA,BARIPURA,25.3407,79.9435
BPRD,BARPETA ROAD,26.5028,90.9640
BPRH,Balpur Halt,22.1151,82.6941
BPRS,BHOGPUR SIRWAL,31.5566,75.6452
BPS,BANPAS,23.4007,87.7473
BPU,BHAUPUR,26.4681,80.1243
BPW,BURHPURA,25.2112,78.4296
BPY,BADAMPUDI,16.8281,81.4738
BPZ,BAZPUR,29.1579,79.1464
BQA,BANKURA,23.2244,87.0747
BQE,BAKANIAN BHAUNR,23.2617,77.2525
BQG,Bhagwangola,24.3332,88.3098
BQI,BOMMIDI,11.9847,78.2463
BQM,Barelipur,22.0516,78.4077
BQN,BAGRI NAGAR,25.8957,73.7878
BQP,Bighapur,26.3551,80.6935
BQQ,BAKHLETA,23.8464,79.9697
BQR,BHILAI NAGAR,21.2013,81.3343
BQU,Bhattiprolu,16.1056,80.7880
BQW,BARAKALAN,25.4915,83.8495
BQY,BELERHAT,23.5193,88.2829
BQZ,BALLALPUR,24.7475,87.9122
BR,BANDH BARETA,26.9104,77.3641
BRA,BIRSOLA,22.7183,75.8712
BRAG,BARANG,20.4007,85.8326
BRAM,BALARAMAPURAM,8.4301,77.0513
BRBL,Birahalli,12.6671,76.3852
BRBS,BIRBANS,22.7940,86.0139
BRC,VADODARA JN,22.3108,73.1811
BRCK,BARUACHAK,27.1227,82.0552
BRD,BHANDARA ROAD,21.2385,79.6475
BRDB,Barda,22.1530,88.0875
BRDT,BERIA DAULAT,29.1322,79.2100
BRDV,Baradev,26.7018,80.4119
BRE,BHARWARI,25.5592,81.4919
BRG,BARGARH,25.1643,81.4501
BRGA,BARGARH ROAD,21.3329,83.6426
BRGJ,BARGAON GUJAR,21.7849,76.3562
BRGL,BURGULA HALT,16.9935,78.2052
BRGM,Baraigram Junction,24.6841,92.3441
BRGT,BHERAGHAT,23.1698,79.7979
BRGW,BARGAWAN,24.1970,82.4560
BRH,BAIKUNTHPUR RD,23.3173,82.5299
BRHD,BABA RAGHUNI HALT DWARIKA,25.7600,86.5968
BRHL,BARYAL HIMACHAL,32.0255,76.1001
BRHU,BARAHU,26.1204,92.1395
BRI,BHIRINGI,22.2278,76.9410
BRIH,Bairi Halt,25.1586,84.2113
BRJN,BRAJRAJNAGAR,21.8227,83.9237
BRK,Bahraich,27.5815,81.6075
BRKA,BARKAKANA,23.6242,85.4696
BRKB,BHARATKHAND HALT,25.4003,86.8058
BRKH,Bisapur Kalan Halt,21.9147,78.9237
BRKP,BARKIPONA,23.5688,85.6465
BRKY,BORAKI,28.5079,77.5636
BRLA,BRAYLA CHAURASI,23.5557,75.0928
BRLF,BAR LANGFER S,25.7556,93.2251
BRLY,BIROLIYA,25.1705,73.1925
BRM,BARABAMBO,22.7017,85.7290
BRMD,BIRAMDIH,23.0458,86.1992
BRMI,BRAHMANI PH,20.8630,86.0562
BRML,BARAMULLA,34.2208,74.3884
BRMO,BERMO,23.7725,85.9559
BRMP,Biramitrapur,22.3971,84.7370
BRMR,BHARMAR,32.1674,75.9543
BRMT,Baramati,18.1537,74.5782
BRMX,Barmi,27.4894,80.5608
BRN,BARHAN,27.3289,78.1923
BRNA,BERAWANYA,23.4656,75.3341
BRND,BORIDAND,23.2678,82.1788
BRNR,BARUANAGAR,27.1440,95.2336
BROR,BERORE,29.2000,73.3008
BRPA,BARUIPARA,22.7668,88.2374
BRPL,BARPALI,21.1836,83.5949
BRPM,Baripur Mandala,22.1129,73.3311
BRPT,BIRAPATTI,25.3989,82.9173
BRQ,BAGRAKOT,26.8706,88.5860
BRR,BARAKAR,23.7417,86.8189
BRRD,BORDI ROAD,20.1224,72.7661
BRRG,BIYAVRA RAJGARH,23.9359,76.9070
BRRI,Birari,24.7313,78.5070
BRRZ,Barara Buzurg,26.0527,81.0841
BRS,BIRSINGHPUR,23.3672,81.0434
BRSA,Barwa Kalan,27.3913,83.4083
BRSQ,BRAR SQUARE,28.6135,77.1408
BRST,BIR PURUSHOTTAMPUR,19.9904,85.8064
BRTA,BARTARA,27.8376,80.0075
BRTG,BARITHENGARH,20.6570,86.0597
BRTK,BHORTEX,21.1025,74.9960
BRTL,Bharthali,22.0391,73.1383
BRU,BHAIROGANJ,27.1514,84.2424
BRUD,BARUD,22.0521,76.8141
BRVR,Borvihir,20.7843,74.8417
BRW,Bariwala,30.5326,74.6590
BRWD,BARWADIH JN,23.8438,84.1188
BRWH,BAHERWA HALT,25.2519,82.7923
BRYA,BARHIYA,25.2832,86.0151
BRZ,BARETA,29.8593,75.6924
BS,Banisar,28.0676,73.8955
BSA,BHAINSA,27.3915,77.6735
BSAE,BANSH BARIA,22.9573,88.3956
BSB,VARANASI JN,25.3273,82.9865
BSBP,BIR SHIBPUR,22.4734,88.0531
BSBR,BANSHLAI BRIDGE,24.5026,87.8624
BSBS,Banaras,25.3836,82.6739
BSC,Bulandshahr,28.3919,77.8482
BSCK,BASUCHAK,25.5314,83.3482
BSCP,BASKATWA B. H.,24.5476,85.3661
BSDA,BANIYA SANDA DHORA,25.8602,71.6686
BSDL,BHARSENDI,24.0365,82.0604
BSDP,BHUSANDPUR,19.9518,85.4765
BSDR,Bansadhara Halt,18.9703,83.8228
BSE,BADSHAHPUR,25.6523,82.1906
BSGN,BASUGAON,26.4602,90.4201
BSGR,Bhagsar,30.4524,74.4020
BSI,BASBARI,26.1844,89.9004
BSJ,Bhupalsagar,24.8478,74.2116
BSKH,Basukinath,24.3889,87.0451
BSKO,BANSKHO,26.8561,76.1422
BSKR,BASI KIRATPUR,29.4972,78.2133
BSL,BHUSAVAL JN,21.0473,75.7887
BSLE,BATASPUR,23.8803,87.6807
BSM,BISANATTAM,12.8426,78.2503
BSMH,BIRSA MUNDA,23.0650,87.3013
BSN,BANASANDRA,13.2653,76.6593
BSP,BILASPUR JN,22.0575,82.1676
BSPH,BISHANPUR HARYANA,29.2740,76.3239
BSPL,BASAMPALLE,14.3112,77.7460
BSPN,BASSI PATHANAM,30.6885,76.4097
BSPR,BISHRAMPUR,23.1792,82.9829
BSPX,Banspani,22.0002,85.4234
BSQ,BARSI TAKLI,20.5761,77.0609
BSQP,BANSIPUR,25.1245,86.1448
BSR,VASAI ROAD,19.3824,72.8322
BSRA,BASARHIA HALT,25.6921,85.8110
BSRL,BESROLI,26.9907,74.5607
BSRX,BAGEVADI RD,16.4799,75.8281
BSS,BAHADUR SINGH WALA,30.3190,75.8589
BSSL,Basi Beriasal,25.0241,74.7643
BST,BASTI,26.8157,82.7701
BSTP,Basantapur,21.5488,85.6766
BSUR,Bisalpur,28.2905,79.8126
BSW,Baneswar,26.3882,89.4945
BSWA,Baiswara,26.2848,80.8347
BSWD,BHEMSWADI,21.4857,71.3573
BSX,BASAR,18.8651,77.9385
BSY,BARSATHI,25.5641,82.4739
BSYA,BARKISALALYA,24.7740,84.1785
BSZ,Bharwa Sumerpur,25.8254,80.1674
BTA,BIHTA,25.5609,84.8741
BTBR,BUTI BORI,20.9185,79.0136
BTC,Balaghat Junction,21.8116,80.1999
BTD,BOTAD JN,22.1829,71.6656
BTDR,Batadrowa Road,26.4669,92.5381
BTE,BHARATPUR JN,27.2371,77.4886
BTG,BASHARATGANJ,28.2880,79.2852
BTGH,Bettadnagenhali,14.1738,76.2593
BTH,BETTIAH,26.8059,84.5230
BTHL,BITHAULI,25.8171,85.2918
BTI,BHATINDA JN,30.2095,74.9321
BTIC,BHATINDA CANTT,30.1909,74.9540
BTJ,BISHNATHGANJ,25.8019,81.9354
BTK,BANKATA,26.2659,84.0949
BTKD,BHARATKUND,26.6361,82.1274
BTKL,Bhatkal,13.9870,74.5673
BTKP,BHARAT KUP,25.2172,80.7677
BTL,BORTALAO,21.2183,80.6262
BTO,BHITAURA,28.4700,79.3065
BTP,BABATPUR,25.4536,82.8800
BTPD,Bethampurdi,17.5440,80.5737
BTPH,CHAKIA THERMAL HALT,25.4013,86.0162
BTQ,Betnoti,21.7413,86.8435
BTR,BUTARI,31.5564,75.1833
BTRA,BANTHRA,27.9292,79.8282
BTRB,BETUR,23.1904,87.5801
BTRI,Bitrol,27.9841,78.9240
BTRO,BASTOI HALT,27.6674,78.2855
BTS,BASTA,21.7029,87.0638
BTSD,BHATISUDA,23.3922,75.4215
BTSR,BHUTESHWAR,27.5014,77.6678
BTT,BHATNI JN,26.3813,83.9340
BTTN,BHATIAN,31.0714,75.7800
BTTR,BITRAGUNTA,14.7686,79.9831
BTU,BARAUT,29.0969,77.2730
BTV,BAITARANI ROAD,20.9870,86.2354
BTVA,BATUVA,18.3431,83.6241
BTW,BARSI TOWN,18.2410,75.7182
BTX,BELA TAL,25.2768,79.5545
BTY,Bethuadahari,23.6103,88.3846
BTYA,Bhatariya,23.4383,72.2745
BTZ,BALIMARA,27.2369,95.3336
BU,BASWA,27.1497,76.5756
BUA,BARADWAR,22.0117,82.8137
BUB,Bissau,28.2401,75.0612
BUBR,BHUTAKIA BHIMSA,23.5335,70.9085
BUBT,BURAHA BHARTHA,27.1082,78.6703
BUD,BADLAPUR,19.1664,73.2390
BUDA,BHUDA,27.1290,76.8145
BUDI,Bundi,25.4079,75.6507
BUDM,BADMAL,20.3849,83.2711
BUDR,BAUDPUR,21.0634,86.4629
BUE,BARUNA,25.5698,84.0892
BUF,Bimlagarh Junction,21.9643,85.0173
BUG,BAGAHA,27.1300,84.0670
BUGL,Buglanwali,29.7918,74.2390
BUGN,BHURJIHA BARAGN,27.6381,80.7263
BUGY,Bugia Halt,29.3805,73.6082
BUH,BURHAR,23.2132,81.5284
BUI,BALLIA,25.7606,84.1531
BUJ,BARAUNI FLAG,25.4736,85.9651
BUL,BHALULATA,22.2665,85.0604
BUM,BOMMASAMUDRAM,13.0446,79.1761
